Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Previous_Crop,Region,Fertilizer_Used_Last_Season,Yield_Last_Season,Recommended_Fertilizer
Loamy,6.22,25.8,0.73,2.16,140,42,17,31.39,51.46,1857.69,Sugarcane,Vegetative,Rabi,Canal,Rice,East,64.73,2.79,MOP
Silt,6.51,38.98,0.96,0.71,21,62,118,36.4,77.54,1702.06,Cotton,Vegetative,Zaid,Sprinkler,Cotton,North,113.26,2.72,Urea
Clay,8.1,28.24,0.47,2.4,20,26,56,18.89,69.82,2845.11,Sugarcane,Vegetative,Zaid,Sprinkler,Sugarcane,North,112.69,3.21,Urea
Silt,5.54,38.03,0.99,1.0,93,21,89,19.74,63.88,1370.33,Maize,Sowing,Kharif,Sprinkler,Tomato,North,243.97,6.61,DAP
Loamy,7.97,31.93,1.08,1.49,73,10,102,23.16,74.31,1288.54,Wheat,Vegetative,Rabi,Sprinkler,Tomato,Central,62.33,7.31,DAP
Clay,7.08,24.33,0.29,2.69,38,65,73,16.52,38.07,1921.71,Tomato,Flowering,Zaid,Rainfed,Wheat,East,202.51,2.21,Urea
Sandy,4.58,14.77,1.27,2.44,37,32,43,34.29,85.81,1269.18,Cotton,Sowing,Zaid,Drip,Tomato,West,199.12,1.04,Urea
Clay,7.4,54.59,1.32,2.37,43,16,38,27.53,88.38,1900.85,Potato,Sowing,Zaid,Canal,Cotton,West,178.16,6.2,Urea
Loamy,4.64,10.57,0.28,0.57,146,87,44,11.71,51.27,1802.65,Maize,Vegetative,Kharif,Canal,Wheat,West,55.74,4.06,Compost
Sandy,8.49,10.08,0.98,0.24,71,50,57,39.9,86.81,2370.12,Sugarcane,Sowing,Zaid,Canal,Tomato,North,256.3,5.58,Zinc Sulphate
Clay,7.99,51.34,0.97,1.86,39,62,83,27.25,77.75,2971.85,Maize,Flowering,Rabi,Sprinkler,Cotton,South,144.46,7.12,Urea
Sandy,5.69,59.84,0.22,1.29,158,16,74,36.7,86.46,2936.49,Wheat,Flowering,Rabi,Drip,Maize,East,162.07,7.5,DAP
Sandy,5.53,46.36,0.65,2.74,92,87,78,25.05,85.05,546.55,Cotton,Vegetative,Rabi,Drip,Maize,South,217.53,3.84,NPK
Loamy,6.03,10.76,1.46,1.11,35,75,76,27.47,42.05,1465.93,Rice,Harvest,Zaid,Rainfed,Sugarcane,West,215.87,2.72,Urea
Sandy,5.92,21.33,0.92,1.29,25,83,112,23.63,45.6,1382.6,Maize,Sowing,Kharif,Drip,Rice,Central,119.09,6.6,Urea
Silt,5.99,58.59,1.41,1.63,44,62,23,22.68,45.64,733.88,Tomato,Sowing,Rabi,Rainfed,Tomato,Central,52.86,3.64,Urea
Loamy,5.77,50.43,1.08,2.41,82,14,55,16.55,35.66,2282.46,Tomato,Flowering,Kharif,Drip,Cotton,South,251.35,1.69,DAP
Silt,6.98,38.34,0.24,0.88,34,45,36,38.86,53.86,2911.93,Potato,Flowering,Zaid,Drip,Sugarcane,North,239.09,6.08,Urea
Sandy,5.16,21.84,0.3,2.83,73,53,55,15.45,51.76,627.36,Potato,Flowering,Kharif,Rainfed,Cotton,South,210.29,6.19,Compost
Silt,7.88,10.72,1.14,1.67,147,20,38,25.79,50.64,962.29,Maize,Harvest,Zaid,Rainfed,Wheat,North,283.72,2.42,DAP
Clay,7.75,11.04,0.92,2.54,33,73,10,12.61,50.94,2594.06,Tomato,Sowing,Kharif,Drip,Sugarcane,West,101.1,1.18,Urea
Sandy,6.41,40.6,0.37,1.62,53,30,91,39.8,33.72,1054.73,Tomato,Vegetative,Kharif,Rainfed,Rice,North,75.9,1.84,Urea
Clay,7.91,11.09,1.0,2.34,149,13,12,26.67,41.16,1435.53,Sugarcane,Flowering,Zaid,Canal,Potato,South,299.72,3.2,DAP
Silt,5.49,59.68,1.25,0.25,39,44,35,34.44,47.75,2273.0,Cotton,Harvest,Kharif,Sprinkler,Tomato,Central,267.1,3.53,Urea
Clay,4.57,19.17,1.18,2.42,125,44,30,26.89,83.34,552.83,Rice,Harvest,Rabi,Drip,Cotton,East,60.4,7.21,MOP
Sandy,6.98,45.54,0.52,1.62,35,44,33,34.15,85.59,1675.99,Maize,Flowering,Kharif,Sprinkler,Wheat,West,132.57,4.59,Urea
Clay,6.33,17.75,0.54,1.4,122,48,54,26.03,47.11,507.07,Rice,Flowering,Zaid,Canal,Wheat,East,179.43,7.17,Zinc Sulphate
Silt,6.77,37.0,1.46,0.42,70,42,93,23.35,71.65,1055.01,Rice,Vegetative,Kharif,Sprinkler,Potato,North,207.06,2.31,NPK
Silt,8.1,14.03,1.35,2.25,150,86,38,23.68,81.04,863.37,Wheat,Sowing,Rabi,Rainfed,Sugarcane,South,154.11,6.43,MOP
Silt,8.38,48.34,0.61,0.48,96,77,27,10.07,60.37,2244.65,Sugarcane,Flowering,Kharif,Canal,Maize,East,71.9,1.64,MOP
Sandy,7.04,39.25,1.27,0.66,147,53,12,21.12,75.33,621.87,Tomato,Harvest,Kharif,Drip,Sugarcane,South,168.25,6.74,MOP
Silt,7.56,14.31,0.41,0.47,140,60,60,38.56,88.55,2053.41,Rice,Harvest,Kharif,Canal,Sugarcane,North,186.7,3.61,Urea
Sandy,4.84,52.43,0.46,0.12,65,47,106,30.27,39.73,1811.7,Sugarcane,Harvest,Zaid,Rainfed,Wheat,West,128.67,5.69,Compost
Clay,5.14,37.35,0.44,2.02,59,51,27,37.58,34.23,2092.25,Wheat,Vegetative,Zaid,Rainfed,Rice,Central,89.68,7.6,Urea
Silt,7.43,56.08,0.31,0.89,48,54,46,16.01,68.4,2654.42,Rice,Harvest,Zaid,Rainfed,Sugarcane,West,179.5,6.61,Urea
Clay,6.23,55.83,1.31,0.53,112,39,72,24.73,60.51,1695.54,Sugarcane,Flowering,Zaid,Canal,Tomato,Central,119.43,2.46,DAP
Loamy,6.28,56.03,0.95,1.03,88,44,94,11.03,47.8,2217.7,Tomato,Sowing,Rabi,Sprinkler,Tomato,East,109.77,5.98,DAP
Clay,5.73,13.89,0.54,1.55,104,37,117,30.31,85.0,2452.74,Cotton,Vegetative,Kharif,Sprinkler,Maize,East,230.95,3.49,DAP
Loamy,6.93,16.05,1.3,1.56,85,50,28,33.52,80.75,2147.76,Sugarcane,Sowing,Rabi,Canal,Potato,South,189.88,5.59,MOP
Clay,5.24,59.39,1.24,1.16,94,54,32,32.43,45.86,1093.38,Cotton,Harvest,Zaid,Canal,Wheat,West,235.8,1.61,MOP
Sandy,7.01,34.38,0.33,1.54,154,57,93,12.6,76.45,2892.1,Wheat,Sowing,Rabi,Sprinkler,Maize,Central,162.0,1.06,MOP
Clay,5.2,21.91,1.04,1.34,53,64,64,17.43,79.7,370.08,Wheat,Flowering,Zaid,Canal,Wheat,North,69.37,7.52,Urea
Sandy,4.76,48.48,1.14,2.49,121,17,33,29.67,49.52,1242.46,Potato,Vegetative,Kharif,Drip,Potato,Central,173.13,7.61,DAP
Sandy,5.82,23.21,1.13,0.19,124,35,92,32.77,35.95,2499.67,Cotton,Sowing,Zaid,Sprinkler,Wheat,South,198.82,2.03,DAP
Silt,5.42,46.36,1.14,2.62,132,38,35,18.23,81.03,1179.74,Maize,Harvest,Rabi,Drip,Sugarcane,South,244.18,7.58,DAP
Sandy,8.06,51.86,0.42,0.81,70,64,106,22.19,35.81,1728.59,Rice,Flowering,Zaid,Rainfed,Wheat,North,195.73,4.98,Zinc Sulphate
Loamy,4.72,49.21,0.61,2.19,89,75,105,20.54,58.72,576.58,Rice,Harvest,Rabi,Sprinkler,Tomato,East,248.94,4.99,Compost
Silt,5.21,23.7,1.3,1.27,85,79,63,10.14,41.66,2599.22,Cotton,Flowering,Zaid,Canal,Tomato,East,178.17,6.14,Compost
Silt,6.69,30.08,1.37,0.95,115,57,108,27.3,85.65,2807.25,Rice,Vegetative,Zaid,Drip,Rice,Central,203.0,6.34,NPK
Clay,6.42,30.66,0.56,1.88,77,89,98,30.07,36.43,2955.26,Wheat,Flowering,Rabi,Sprinkler,Maize,East,55.64,2.66,SSP
Sandy,4.68,34.56,0.23,2.33,139,16,42,18.29,37.01,415.87,Potato,Flowering,Zaid,Rainfed,Potato,Central,265.37,6.64,DAP
Sandy,4.53,18.37,1.32,1.4,130,84,97,30.63,72.1,757.66,Potato,Sowing,Zaid,Rainfed,Cotton,North,91.38,6.72,Compost
Loamy,8.45,32.62,0.69,1.45,80,89,66,17.28,42.33,1585.98,Maize,Sowing,Rabi,Sprinkler,Wheat,Central,234.78,2.3,Zinc Sulphate
Clay,7.14,35.54,0.63,0.27,60,15,18,31.47,37.94,963.32,Cotton,Sowing,Rabi,Rainfed,Sugarcane,North,161.2,5.42,DAP
Clay,5.96,36.59,0.65,2.78,69,46,110,23.72,40.09,1999.35,Wheat,Flowering,Zaid,Rainfed,Cotton,North,273.06,6.21,Urea
Silt,6.38,51.0,0.74,2.56,109,18,73,36.16,65.75,2567.22,Wheat,Vegetative,Rabi,Canal,Rice,South,126.1,5.1,DAP
Silt,5.57,35.87,0.69,1.25,109,12,110,26.34,43.36,555.8,Tomato,Flowering,Rabi,Drip,Potato,South,293.0,3.14,DAP
Silt,5.88,21.54,0.94,2.32,88,62,84,15.54,52.63,208.93,Tomato,Harvest,Rabi,Canal,Maize,Central,233.96,2.98,DAP
Loamy,7.1,43.16,0.3,1.01,140,17,94,34.66,80.98,2982.45,Cotton,Harvest,Zaid,Canal,Rice,Central,203.65,7.82,DAP
Loamy,8.03,49.87,1.46,2.22,100,49,68,33.33,40.54,1461.22,Cotton,Vegetative,Rabi,Canal,Tomato,South,285.22,6.86,Zinc Sulphate
Silt,5.24,25.97,1.42,1.6,45,26,90,12.53,79.58,391.67,Tomato,Vegetative,Zaid,Canal,Sugarcane,East,184.97,2.84,Urea
Clay,7.86,42.27,1.41,1.44,126,79,25,11.44,76.52,1847.8,Sugarcane,Vegetative,Kharif,Drip,Cotton,South,140.88,6.68,MOP
Loamy,4.99,17.35,1.34,0.26,107,56,14,14.09,79.87,2308.96,Wheat,Harvest,Zaid,Rainfed,Potato,South,223.75,3.12,MOP
Clay,5.36,27.1,1.06,2.9,124,20,53,35.36,50.82,2443.48,Rice,Harvest,Kharif,Sprinkler,Rice,South,111.03,7.63,DAP
Clay,4.65,55.46,0.49,2.53,92,19,55,19.61,58.34,1794.01,Potato,Sowing,Kharif,Rainfed,Wheat,South,180.64,6.64,DAP
Sandy,5.06,55.57,0.26,2.4,135,70,19,25.14,72.42,2102.64,Maize,Harvest,Kharif,Rainfed,Cotton,South,273.6,6.68,MOP
Silt,8.17,38.77,0.33,0.98,151,11,86,28.09,32.25,1533.53,Sugarcane,Sowing,Zaid,Sprinkler,Maize,North,160.06,1.33,DAP
Sandy,6.34,45.12,0.62,0.94,20,38,67,32.3,69.83,1935.32,Wheat,Vegetative,Kharif,Rainfed,Sugarcane,West,156.1,1.46,Urea
Silt,4.81,52.7,0.86,1.76,153,79,79,34.9,37.21,2864.45,Tomato,Flowering,Kharif,Sprinkler,Sugarcane,South,134.3,6.69,Compost
Silt,8.34,57.93,1.49,2.55,48,60,110,25.48,47.28,2965.06,Cotton,Flowering,Zaid,Rainfed,Tomato,South,214.16,4.16,Urea
Clay,8.02,34.49,0.77,2.81,150,82,73,22.47,78.59,1957.18,Potato,Sowing,Rabi,Drip,Maize,North,116.7,7.55,Zinc Sulphate
Silt,7.52,38.08,0.88,0.88,147,75,89,15.88,68.12,1834.98,Maize,Harvest,Rabi,Drip,Sugarcane,Central,251.86,5.83,SSP
Clay,8.23,30.78,1.1,1.86,128,77,79,28.23,67.31,1167.42,Maize,Vegetative,Zaid,Drip,Sugarcane,Central,207.96,3.35,Zinc Sulphate
Clay,5.38,13.6,0.43,2.2,107,66,102,26.5,43.61,1107.88,Wheat,Flowering,Kharif,Rainfed,Maize,East,289.51,2.85,Compost
Silt,7.85,31.14,1.41,0.76,156,50,69,18.73,70.07,2788.59,Rice,Vegetative,Rabi,Drip,Sugarcane,East,280.66,7.53,Zinc Sulphate
Clay,7.26,49.53,0.89,1.28,100,73,34,23.39,37.9,2062.42,Maize,Flowering,Zaid,Canal,Maize,West,129.53,2.13,MOP
Clay,7.98,50.24,0.56,0.64,78,13,96,32.19,87.89,1484.02,Wheat,Harvest,Kharif,Sprinkler,Sugarcane,North,255.75,4.88,DAP
Clay,7.69,54.62,1.42,2.13,57,10,20,28.81,45.16,2064.66,Tomato,Vegetative,Kharif,Drip,Rice,North,63.25,3.31,Urea
Loamy,5.89,12.57,1.01,2.6,61,84,102,24.45,79.6,538.56,Maize,Harvest,Rabi,Rainfed,Rice,South,131.33,7.31,Zinc Sulphate
Clay,7.6,36.36,0.83,2.64,69,16,94,18.17,85.21,2841.64,Rice,Vegetative,Rabi,Canal,Rice,West,242.89,7.93,DAP
Loamy,5.55,15.37,0.95,2.04,33,17,72,30.04,40.31,1662.51,Sugarcane,Flowering,Kharif,Drip,Cotton,North,68.38,4.87,Urea
Loamy,5.81,20.04,1.17,1.11,145,88,35,28.83,30.58,1135.43,Tomato,Flowering,Zaid,Drip,Tomato,West,199.08,1.43,MOP
Clay,4.93,55.01,0.4,2.02,119,67,50,23.75,82.46,237.21,Wheat,Vegetative,Zaid,Drip,Tomato,East,239.64,7.79,Compost
Clay,8.24,34.84,1.32,2.61,52,19,62,17.16,75.84,2096.07,Wheat,Flowering,Kharif,Rainfed,Maize,East,226.9,4.03,Urea
Loamy,5.66,47.93,1.45,1.91,86,75,110,15.25,39.26,2914.8,Sugarcane,Vegetative,Rabi,Sprinkler,Rice,South,243.86,4.1,NPK
Loamy,6.58,13.22,0.94,1.3,103,88,84,20.18,79.82,1763.91,Tomato,Sowing,Zaid,Sprinkler,Tomato,South,90.98,3.87,SSP
Clay,6.07,30.84,1.09,2.77,86,31,111,37.26,78.63,1131.5,Potato,Vegetative,Zaid,Canal,Sugarcane,Central,129.37,3.14,DAP
Clay,8.34,43.71,1.32,2.52,89,61,33,32.62,57.68,1371.33,Potato,Harvest,Rabi,Sprinkler,Maize,North,239.65,1.69,MOP
Silt,5.84,16.67,0.69,2.66,132,58,90,36.73,86.81,1792.32,Cotton,Harvest,Rabi,Drip,Maize,North,196.81,6.81,Urea
Loamy,7.61,26.29,1.49,2.72,104,76,82,35.28,64.93,2128.52,Wheat,Flowering,Rabi,Sprinkler,Sugarcane,Central,71.73,2.79,Compost
Loamy,7.92,13.23,1.08,1.24,134,13,81,23.77,56.57,713.33,Potato,Flowering,Zaid,Sprinkler,Potato,North,280.87,4.25,DAP
Silt,6.24,42.57,0.75,2.59,63,66,103,25.91,30.79,2818.33,Cotton,Flowering,Kharif,Sprinkler,Potato,North,92.61,2.53,NPK
Loamy,6.01,58.54,1.08,1.75,148,78,16,15.09,87.17,1360.08,Wheat,Sowing,Zaid,Drip,Wheat,South,197.99,1.11,MOP
Sandy,7.49,51.35,0.88,0.21,116,85,110,31.63,37.7,1948.48,Tomato,Sowing,Zaid,Drip,Maize,West,101.94,4.66,Compost
Loamy,8.15,58.73,0.35,1.94,69,62,96,22.66,47.77,2752.0,Tomato,Vegetative,Kharif,Sprinkler,Tomato,East,254.35,2.31,Zinc Sulphate
Silt,7.52,52.28,1.23,1.46,139,64,82,14.84,73.77,1819.38,Tomato,Flowering,Kharif,Drip,Potato,East,195.51,3.4,MOP
Sandy,5.41,52.76,0.93,0.9,135,33,92,12.86,30.32,2113.93,Potato,Vegetative,Zaid,Drip,Potato,East,152.72,2.58,DAP
Clay,8.05,38.86,1.23,2.91,81,21,117,30.88,62.56,1972.93,Maize,Vegetative,Kharif,Sprinkler,Cotton,North,233.66,5.16,DAP
Silt,6.05,35.91,0.4,0.26,22,64,73,24.47,39.53,894.51,Rice,Flowering,Kharif,Drip,Cotton,Central,137.58,6.85,Urea
Silt,6.8,30.31,0.9,2.84,155,56,81,10.27,31.35,2896.26,Maize,Flowering,Zaid,Sprinkler,Tomato,Central,50.47,1.45,Urea
Clay,7.83,50.9,1.2,0.56,67,36,55,34.74,68.5,1522.76,Wheat,Harvest,Rabi,Drip,Wheat,East,72.36,1.9,DAP
Silt,5.25,19.1,1.48,1.19,133,27,87,28.58,66.18,475.5,Tomato,Flowering,Rabi,Sprinkler,Tomato,South,64.94,4.62,DAP
Loamy,7.64,12.81,1.35,1.31,115,60,60,11.15,74.06,2994.36,Cotton,Harvest,Rabi,Rainfed,Rice,Central,104.92,2.69,MOP
Clay,6.88,57.39,1.32,2.22,76,69,101,19.14,67.09,2020.06,Cotton,Sowing,Zaid,Rainfed,Potato,South,277.56,6.98,DAP
Silt,8.07,10.19,0.52,0.73,104,66,108,31.67,56.52,1903.74,Sugarcane,Harvest,Zaid,Canal,Rice,North,97.08,5.61,Zinc Sulphate
Clay,5.19,58.84,1.29,2.96,109,76,80,11.77,58.72,2766.43,Sugarcane,Vegetative,Kharif,Sprinkler,Maize,North,196.14,6.4,Compost
Clay,6.18,46.44,0.42,2.27,138,11,15,32.09,43.21,1717.24,Potato,Vegetative,Zaid,Sprinkler,Sugarcane,West,246.48,6.82,DAP
Clay,7.83,26.42,0.46,2.39,97,20,39,25.15,35.02,1209.12,Tomato,Sowing,Kharif,Canal,Maize,North,234.7,1.15,DAP
Sandy,4.58,44.89,0.34,0.41,47,22,110,33.49,81.65,689.27,Sugarcane,Sowing,Rabi,Drip,Wheat,North,131.86,7.39,Urea
Silt,4.95,50.89,1.31,1.48,111,49,25,35.66,71.48,2469.63,Potato,Vegetative,Rabi,Sprinkler,Rice,South,169.0,7.39,MOP
Sandy,8.46,22.27,0.34,2.84,104,15,116,33.03,37.38,1126.82,Rice,Harvest,Kharif,Drip,Cotton,Central,69.02,1.1,DAP
Silt,5.62,48.54,0.38,0.88,131,21,66,12.34,45.85,1645.92,Potato,Sowing,Zaid,Sprinkler,Maize,Central,74.54,1.25,DAP
Loamy,8.4,50.22,0.52,0.52,137,52,74,23.81,81.79,1624.87,Sugarcane,Sowing,Zaid,Canal,Wheat,East,111.72,2.14,Zinc Sulphate
Loamy,5.23,22.47,0.94,1.51,57,81,115,19.56,87.59,2273.11,Cotton,Flowering,Rabi,Canal,Potato,South,87.49,7.79,Urea
Loamy,5.94,12.1,1.34,2.8,84,82,70,25.25,77.47,2115.69,Potato,Vegetative,Zaid,Canal,Potato,South,66.92,4.87,NPK
Silt,7.51,20.21,0.74,1.51,45,13,26,38.97,64.2,1386.02,Tomato,Flowering,Rabi,Drip,Maize,West,114.9,4.08,Urea
Clay,7.13,20.03,0.91,1.27,46,46,72,13.73,82.15,1392.91,Maize,Sowing,Rabi,Rainfed,Rice,North,183.69,7.29,Urea
Clay,6.82,13.26,0.42,1.99,41,45,16,35.97,67.61,956.93,Wheat,Flowering,Kharif,Sprinkler,Sugarcane,Central,102.63,6.22,Urea
Sandy,6.62,46.3,0.55,2.82,120,41,44,39.73,71.96,1154.57,Sugarcane,Vegetative,Kharif,Canal,Potato,East,120.28,1.34,NPK
Sandy,7.87,29.0,0.37,0.24,86,66,78,39.7,79.62,2192.11,Rice,Vegetative,Rabi,Rainfed,Cotton,West,255.87,7.52,Zinc Sulphate
Loamy,5.44,54.22,0.73,0.54,88,21,100,33.9,51.24,1774.54,Maize,Vegetative,Rabi,Rainfed,Tomato,West,237.76,7.06,DAP
Sandy,6.27,22.61,0.97,0.48,101,27,39,23.97,77.07,342.94,Tomato,Harvest,Kharif,Sprinkler,Wheat,North,57.69,3.92,DAP
Silt,5.12,32.66,0.57,0.35,117,70,53,15.34,42.42,1622.92,Potato,Sowing,Rabi,Canal,Rice,Central,70.07,1.52,Compost
Silt,6.88,41.95,1.3,0.98,34,40,115,28.25,41.66,2874.12,Cotton,Flowering,Zaid,Canal,Tomato,East,282.05,6.38,Urea
Sandy,5.5,53.87,1.48,0.76,145,49,108,28.31,78.68,506.03,Rice,Sowing,Rabi,Canal,Potato,South,140.37,1.51,Compost
Sandy,5.84,36.23,0.36,1.69,133,55,89,19.49,63.83,493.73,Wheat,Flowering,Rabi,Sprinkler,Cotton,North,55.86,3.52,SSP
Sandy,6.39,28.68,0.22,1.05,123,48,15,28.5,54.83,2069.72,Tomato,Sowing,Zaid,Drip,Potato,East,147.57,1.31,MOP
Sandy,4.61,53.35,1.23,1.28,70,72,89,13.5,61.41,2881.69,Potato,Harvest,Rabi,Canal,Tomato,North,241.11,4.97,Compost
Loamy,4.87,25.51,0.45,2.83,116,64,65,29.02,88.68,274.77,Potato,Sowing,Rabi,Canal,Rice,South,275.59,3.61,Compost
Loamy,7.24,13.97,0.66,0.55,71,49,17,36.9,83.65,1164.69,Potato,Vegetative,Zaid,Rainfed,Rice,South,225.16,6.98,MOP
Sandy,6.22,32.25,0.71,1.23,77,38,93,24.16,60.45,387.6,Sugarcane,Flowering,Zaid,Drip,Maize,East,118.2,4.99,DAP
Silt,7.96,49.25,1.39,0.85,88,20,104,32.94,62.83,944.29,Wheat,Flowering,Rabi,Rainfed,Tomato,North,296.72,5.65,DAP
Loamy,7.28,11.54,1.06,1.69,142,48,29,29.07,66.85,1752.65,Wheat,Flowering,Zaid,Rainfed,Cotton,South,87.95,2.19,MOP
Silt,4.53,39.29,0.25,2.24,56,53,82,10.09,77.45,1437.94,Cotton,Vegetative,Kharif,Drip,Sugarcane,West,142.12,6.71,Urea
Clay,6.97,39.72,0.22,2.47,94,29,39,13.66,82.43,1217.31,Maize,Harvest,Rabi,Canal,Rice,South,139.02,7.43,DAP
Silt,4.87,56.43,0.46,1.59,127,36,71,33.25,38.79,789.89,Sugarcane,Sowing,Rabi,Sprinkler,Tomato,East,172.98,6.23,DAP
Sandy,7.62,24.32,0.61,2.58,54,47,86,11.21,67.69,1934.46,Cotton,Harvest,Rabi,Sprinkler,Tomato,Central,78.94,1.51,Urea
Clay,8.47,23.94,0.83,2.38,58,85,35,38.69,43.63,1812.12,Maize,Flowering,Kharif,Canal,Tomato,South,203.4,6.66,Urea
Loamy,6.62,32.02,1.29,0.56,137,20,75,36.82,67.31,2056.63,Maize,Flowering,Rabi,Sprinkler,Tomato,West,209.54,6.11,DAP
Loamy,7.23,27.85,0.61,0.81,107,45,70,20.87,40.28,2420.99,Rice,Harvest,Zaid,Drip,Tomato,Central,163.3,2.33,Zinc Sulphate
Clay,5.45,46.82,0.69,2.05,33,41,114,19.31,78.48,2242.51,Tomato,Flowering,Kharif,Rainfed,Sugarcane,Central,74.56,2.32,Urea
Silt,6.25,42.09,0.63,2.93,66,71,70,28.39,69.66,2880.37,Tomato,Sowing,Kharif,Canal,Potato,East,240.27,7.15,Compost
Loamy,7.92,47.95,0.21,1.19,126,25,54,28.35,81.96,674.37,Tomato,Flowering,Kharif,Canal,Sugarcane,West,282.03,1.9,DAP
Sandy,5.17,51.0,1.44,0.77,96,51,55,12.67,86.67,2863.94,Cotton,Flowering,Kharif,Canal,Rice,South,138.08,1.15,Compost
Clay,5.56,56.15,0.38,2.62,121,40,33,16.46,86.04,682.0,Cotton,Sowing,Kharif,Canal,Tomato,South,109.13,2.82,MOP
Sandy,6.28,31.55,0.57,0.68,36,79,86,29.09,38.71,2559.95,Maize,Harvest,Rabi,Canal,Maize,West,288.42,4.2,Urea
Clay,7.35,59.23,0.37,2.12,143,22,25,34.02,52.61,2407.64,Sugarcane,Flowering,Zaid,Sprinkler,Wheat,South,84.73,4.53,DAP
Loamy,6.0,20.78,0.84,0.2,143,45,91,15.76,58.99,2064.99,Rice,Harvest,Rabi,Rainfed,Tomato,North,169.88,5.58,Urea
Silt,8.21,45.72,1.41,0.16,136,84,25,31.06,77.34,2177.49,Potato,Vegetative,Kharif,Rainfed,Wheat,East,223.52,7.22,MOP
Clay,4.88,36.7,0.33,1.41,101,20,75,36.11,30.89,2136.27,Tomato,Sowing,Kharif,Drip,Rice,East,60.89,6.87,DAP
Clay,5.98,50.85,0.77,2.0,154,57,10,13.53,85.53,1683.76,Potato,Vegetative,Zaid,Drip,Potato,South,252.54,6.99,MOP
Sandy,7.34,33.84,0.23,0.51,74,29,83,23.17,54.43,291.44,Potato,Flowering,Kharif,Sprinkler,Maize,East,217.44,1.55,DAP
Loamy,5.4,49.2,1.2,2.32,95,38,34,35.52,67.87,1822.77,Tomato,Vegetative,Kharif,Drip,Wheat,East,236.64,1.21,DAP
Sandy,7.13,56.51,1.03,0.47,139,28,23,21.12,88.84,1289.56,Sugarcane,Harvest,Zaid,Rainfed,Rice,West,102.45,4.27,DAP
Loamy,5.16,46.61,1.11,1.65,48,15,90,18.08,82.96,962.63,Wheat,Sowing,Kharif,Drip,Cotton,North,117.43,2.85,Urea
Sandy,4.72,48.8,0.81,0.99,105,65,91,32.37,51.73,1572.35,Maize,Sowing,Kharif,Rainfed,Rice,West,298.81,6.7,Compost
Clay,4.98,13.36,1.38,2.28,21,27,16,22.02,59.07,2574.71,Potato,Sowing,Kharif,Rainfed,Rice,West,139.88,7.11,Urea
Sandy,8.22,20.25,0.73,2.43,66,85,30,31.19,76.2,1819.39,Potato,Sowing,Kharif,Rainfed,Sugarcane,West,56.1,4.27,MOP
Silt,6.71,58.72,0.87,0.29,119,51,102,13.79,74.61,2901.33,Wheat,Flowering,Zaid,Canal,Tomato,South,138.56,5.53,SSP
Loamy,7.69,44.66,1.1,0.66,76,69,100,26.61,72.29,1377.6,Sugarcane,Harvest,Rabi,Drip,Sugarcane,South,145.19,2.63,MOP
Loamy,5.83,38.07,0.88,2.69,141,65,58,21.38,30.64,671.19,Potato,Flowering,Rabi,Rainfed,Maize,West,271.05,5.05,Compost
Clay,6.87,28.35,0.45,1.31,117,12,13,39.92,41.94,1081.04,Tomato,Sowing,Zaid,Rainfed,Wheat,West,119.51,5.78,DAP
Loamy,6.48,12.22,0.61,1.48,144,89,21,27.74,43.3,605.07,Rice,Harvest,Zaid,Drip,Maize,North,248.37,3.57,MOP
Silt,8.28,28.46,0.32,0.59,157,48,31,30.46,45.04,2117.66,Maize,Flowering,Kharif,Sprinkler,Sugarcane,Central,77.37,5.37,MOP
Sandy,7.49,34.95,0.76,2.99,58,52,113,13.93,35.77,646.65,Tomato,Vegetative,Kharif,Drip,Tomato,West,177.69,1.25,Urea
Clay,7.42,20.57,0.99,2.78,28,37,43,39.76,78.4,1651.1,Maize,Harvest,Rabi,Rainfed,Rice,North,151.74,6.51,Urea
Silt,4.69,18.66,0.35,0.11,44,51,35,11.54,50.48,2785.57,Potato,Harvest,Zaid,Drip,Tomato,South,131.68,4.88,Urea
Loamy,6.7,35.42,1.02,1.7,34,18,37,12.13,76.54,1414.81,Rice,Vegetative,Kharif,Sprinkler,Sugarcane,North,244.04,1.35,Urea
Loamy,6.37,39.3,1.36,2.63,132,27,28,12.27,85.89,1327.62,Potato,Sowing,Rabi,Canal,Rice,North,200.51,4.19,DAP
Silt,8.21,22.0,0.64,1.35,110,30,40,36.12,48.78,768.77,Tomato,Vegetative,Zaid,Drip,Tomato,Central,287.7,5.22,DAP
Sandy,5.53,39.37,0.49,1.37,158,35,23,31.86,57.23,2310.61,Potato,Harvest,Zaid,Sprinkler,Maize,Central,140.19,1.55,DAP
Sandy,5.58,55.02,1.36,1.2,27,32,96,39.19,35.25,1051.9,Cotton,Vegetative,Rabi,Drip,Tomato,West,80.54,7.9,Urea
Clay,6.15,33.66,1.1,0.18,34,19,90,12.0,47.69,2973.13,Potato,Vegetative,Zaid,Rainfed,Maize,Central,109.21,6.2,Urea
Loamy,5.47,52.87,0.34,2.39,96,53,32,30.75,62.77,666.93,Sugarcane,Sowing,Zaid,Sprinkler,Maize,East,220.79,2.81,MOP
